"PDB_ID","Bit_Length","Watermark_Embedded","Watermark_Decoded","Verification_Status","Global_CA_RMSD"
"6I41","4","1011","1011","Success","0.00083"
"5CDY","4","1000","1000","Success","0.00034"
"3FX3","4","0","0","Success","0.00046"
"7WU1","4","11","11","Success","0.00018"
"3ZDZ","4","1011","1011","Success","0.00019"
"5MH0","4","1101","1101","Success","0.00083"
"6TM2","4","1100","1100","Success","0.0002"
"3KKB","4","111","111","Success","0.00058"
"8JYB","4","1110","1110","Success","0.00052"
"5XBN","4","1000","1000","Success","0.00087"
"9BGS","4","1111","1111","Success","0.00031"
"8OJS","4","1","1","Success","0.00034"
"1EXD","4","1101","1101","Success","0.00044"
"5FY0","4","1101","1101","Success","0.00033"
"5US1","4","1","1","Success","0.00021"
"5Y7Y","4","101","101","Success","0.00045"
"8OFJ","4","1010","1010","Success","0.00055"
"3R2T","4","100","100","Success","0.00049"
"5NCB","4","1","1","Success","0.0005"
"8Q9E","4","100","100","Success","0.00047"
"1L66","4","101","101","Success","0.00079"
"4MZA","4","111","111","Success","0.00034"
"6WE1","4","1100","1100","Success","0.00066"
"3OVE","4","1","1","Success","0.00095"
"1Y1Z","4","1101","1101","Success","0.00059"
"1DHR","4","100","100","Success","0.00062"
"8VM8","4","1111","1111","Success","0.00048"
"1OPB","4","111","111","Success","0.00043"
"8ZJA","4","1101","1101","Success","0.00067"
"3LHP","4","1001","1001","Success","0.00038"
"8C0L","4","1001","1001","Success","0.00064"
"1RQ8","4","1010","1010","Success","0.00033"
"7JY7","4","111","111","Success","0.00018"
"7V6N","4","1101","1101","Success","0.00015"
"1TYS","4","1010","1010","Success","0.00062"
"6YN9","4","110","110","Success","0.00054"
"8YGN","4","110","110","Success","0.00018"
"1EGE","4","11","11","Success","0.00025"
"9ET1","4","1101","1101","Success","0.0003"
"4B8J","4","101","101","Success","0.00046"
"5P3X","4","1010","1010","Success","0.00055"
"6F35","4","111","111","Success","0.00035"
"3A3E","4","1100","1100","Success","0.00033"
"1WMU","4","1101","1101","Success","0.00059"
"5XHN","4","1001","1001","Success","0.0007"
"1RGQ","4","1","1","Success","0.00052"
"7E0D","4","110","110","Success","0.00041"
"4Q84","4","1100","1100","Success","0.00029"
"3I60","4","111","111","Success","0.00053"
"4MAL","4","1","1","Success","0.00089"
"2NTM","4","1","1","Success","0.00035"
"5HTL","4","1101","1101","Success","0.00058"
"5W31","4","1","1","Success","0.00073"
"7YQQ","4","1010","1010","Success","0.00033"
"5N4F","4","111","111","Success","0.00038"
"8JQP","4","1010","1010","Success","0.00035"
"3II5","4","1100","1100","Success","0.00043"
"1CIZ","4","1110","1110","Success","0.00076"
"7XGQ","4","11","11","Success","0.00035"
"7M0Q","4","1101","1101","Success","0.00069"
"3WI0","4","100","100","Success","0.00074"
"9B83","4","1101","1101","Success","0.00037"
"7D79","4","11","11","Success","0.0003"
"2O84","4","1101","1101","Success","0.00053"
"8H9D","4","101","101","Success","0.00022"
"6G8P","4","100","100","Success","0.00061"
"7DCX","4","10","10","Success","0.00015"
"2YC2","4","1111","1111","Success","0.00041"
"5MRW","4","1000","1000","Success","0.00015"
"6Y92","4","1101","1101","Success","0.00028"
"5VMS","4","110","110","Success","0.00045"
"5L46","4","111","111","Success","0.00024"
"5HR3","4","1110","1110","Success","0.00068"
"5SCZ","4","1101","1101","Success","0.00076"
"3SSX","4","101","101","Success","0.00068"
"8K97","4","1011","1011","Success","0.00015"
"3DCY","4","1110","1110","Success","0.00064"
"4P45","4","1","1","Success","0.00037"
"8EHI","4","1011","1011","Success","0.00018"
"4QYX","4","1","1","Success","0.00065"
"3D31","4","1110","1110","Success","0.00029"
"2CJ3","4","101","101","Success","0.00069"
"5N67","4","1000","1000","Success","0.00055"
"5MDS","4","101","101","Success","0.00031"
"2RBU","4","1001","1001","Success","0.00058"
"5G4N","4","1100","1100","Success","0.00047"
"4QZ7","4","1100","1100","Success","0.00012"
"6ZQ8","4","101","101","Success","0.00031"
"2M6L","4","1000","1000","Success","0.0001"
"5XEU","4","1100","1100","Success","0.00037"
"7EHK","4","100","100","Success","0.00067"
"5Z2I","4","101","101","Success","0.0005"
"4UDI","4","111","111","Success","0.00023"
"7NOJ","4","1001","1001","Success","0.00027"
"7T4Z","4","1011","1011","Success","0.00046"
"4YCO","4","1","1","Success","0.00031"
"5MD3","4","101","101","Success","0.00026"
"2V07","4","1001","1001","Success","0.00095"
"1Y1P","4","111","111","Success","0.00037"
"4R6J","4","101","101","Success","0.0003"
"8Y94","4","1011","1011","Success","0.00029"
"8JSR","4","1011","1011","Success","0.00028"
"5A69","4","100","100","Success","0.0004"
"7YD6","4","1110","1110","Success","0.00033"
"3L25","4","0","0","Success","0.00044"
"4FCV","4","11","11","Success","0.00032"
"1MEU","4","10","10","Success","0.00071"
"4JFL","4","1001","1001","Success","0.00085"
"1YNW","4","1111","1111","Success","0.00079"
"4GNQ","4","10","10","Success","0.00038"
"6Y8S","4","0","0","Success","0.00054"
"7DE5","4","1011","1011","Success","0.00039"
"2H8Q","4","1000","1000","Success","0.00033"
"1EM7","4","101","101","Success","0.00134"
"5TF0","4","10","10","Success","0.00027"
"3.00E+41","4","0","0","Success","0.00045"
"7O73","4","10","10","Success","0.00011"
"4REC","4","1111","1111","Success","0.0004"
"8D0Y","4","1011","1011","Success","0.00028"
"6YTF","4","11","11","Success","0.00034"
"6NLZ","4","1101","1101","Success","0.00033"
"6GWC","4","1100","1100","Success","0.0003"
"7WDD","4","110","110","Success","0.00033"
"7GO2","4","1101","1101","Success","0.00052"
"9CEA","4","1011","1011","Success","0.00064"
"8R1D","4","1000","1000","Success","0.00016"
"3DQM","4","1110","1110","Success","0.00066"
"6AVV","4","1110","1110","Success","0.00066"
"6KHF","4","0","0","Success","0.00055"
"7QR6","4","1","1","Success","0.00027"
"4HA0","4","110","110","Success","0.00038"
"5W16","4","110","110","Success","0.00031"
"5W5O","4","1011","1011","Success","0.00015"
"8I2K","4","111","111","Success","0.00049"
"2XQW","4","11","11","Success","0.00038"
"8P2P","4","1010","1010","Success","0.00032"
"7B86","4","11","11","Success","0.00052"
"5LUZ","4","1101","1101","Success","0.00027"
"5WL5","4","0","0","Success","0.00063"
"8PE3","4","1101","1101","Success","0.00036"
"5LZ2","4","1000","1000","Success","0.00049"
"2JY6","4","110","110","Success","0.00028"
"8J2M","4","1011","1011","Success","0.00034"
"6WM8","4","1011","1011","Success","0.0003"
"8WZ2","4","1001","1001","Success","0.00029"
"2G1H","4","1001","1001","Success","0.00055"
"8XCZ","4","0","0","Success","0.00049"
"4APL","4","1111","1111","Success","0.00025"
"4RDI","4","1010","1010","Success","0.00032"
"5N8H","4","1110","1110","Success","0.00053"
"5CCF","4","110","110","Success","0.00047"
"3N37","4","1011","1011","Success","0.00057"
"4HTB","4","100","100","Success","0.00052"
"3R3C","4","0","0","Success","0.0006"
"1HTR","4","1111","1111","Success","0.00051"
"8HE7","4","111","111","Success","0.00038"
"3LYB","4","101","101","Success","0.00044"
"1BY5","4","111","111","Success","0.00036"
"7VO4","4","1101","1101","Success","0.00043"
"2R9G","4","10","10","Success","0.00018"
"4TSZ","4","1110","1110","Success","0.00013"
"9ETN","4","1","1","Success","0.00043"
"8IJR","4","101","101","Success","0.00025"
"7ZLH","4","1001","1001","Success","0.00029"
"2JOU","4","1","1","Success","0.00045"
"3OSZ","4","1011","1011","Success","0.00059"
"6P6B","4","100","100","Success","0.00032"
"3RJO","4","110","110","Success","0.0005"
"3CCF","4","111","111","Success","0.00045"
"1NBC","4","111","111","Success","0.00057"
"4RXH","4","110","110","Success","0.00048"
"4DDO","4","1110","1110","Success","0.00048"
"1JKS","4","1000","1000","Success","0.00058"
"1GS3","4","1110","1110","Success","0.00088"
"1UFI","4","10","10","Success","0.00073"
"8DEA","4","1110","1110","Success","0.00034"
"5U12","4","1011","1011","Success","0.00042"
"3BHQ","4","1101","1101","Success","0.00047"
"7C3Q","4","10","10","Success","0.00103"
"2NOA","4","101","101","Success","0.00047"
"9BXI","4","11","11","Success","0.00046"
"1AS4","4","1100","1100","Success","0.00051"
"7AUP","4","11","11","Success","0.00081"
"7BCK","4","101","101","Success","0.00053"
"4DQZ","4","10","10","Success","0.00054"
"6KOR","4","1011","1011","Success","0.00077"
"8XBH","4","1001","1001","Success","0.00029"
"8XLR","4","0","0","Success","0.00025"
"4ES5","4","1010","1010","Success","0.00039"
"3U2J","4","101","101","Success","0.00067"
"4HV5","4","1000","1000","Success","0.00063"
"8GD0","4","1101","1101","Success","0.00056"
"4EB8","4","10","10","Success","0.00034"
"4IOJ","4","11","11","Success","0.0003"
"3GMN","4","1100","1100","Success","0.00049"
"6UGW","4","1110","1110","Success","0.0007"
"3TLT","4","101","101","Success","0.00026"
"4GVY","4","111","111","Success","0.00049"
"8ECK","4","100","100","Success","0.00021"
"1X0O","4","1111","1111","Success","0.00021"
"1H3G","4","11","11","Success","0.00029"
"3KL5","4","111","111","Success","0.00025"
"4N8V","4","1010","1010","Success","0.00029"
"2VA2","4","1010","1010","Success","0.00037"
"6CXA","4","10","10","Success","0.00035"
"6WBE","4","10","10","Success","0.00093"
"3N33","4","1001","1001","Success","0.00024"
"2XBG","4","111","111","Success","0.00056"
"1GD1","4","1101","1101","Success","0.00027"
"2FXO","4","10","10","Success","0.00045"
"7NJL","4","1010","1010","Success","0.00014"
"6WUU","4","1100","1100","Success","0.00027"
"7BKC","4","0","0","Success","0.00011"
"8VE4","4","1101","1101","Success","0.00046"
"1PB3","4","0","0","Success","0.00049"
"8HV4","4","11","11","Success","0.00056"
"3U2F","4","101","101","Success","0.00051"
"2EUR","4","10","10","Success","0.00058"
"6U3V","4","1000","1000","Success","0.00028"
"4GG4","4","1011","1011","Success","0.00045"
"7P72","4","1110","1110","Success","0.00047"
"6JXG","4","101","101","Success","0.00037"
"4D2W","4","110","110","Success","0.00028"
"8FI5","4","1111","1111","Success","0.00048"
"5I2Q","4","0","0","Success","0.00098"
"2IW0","4","1000","1000","Success","0.00065"
"2D8C","4","1100","1100","Success","0.00022"
"6ZY9","4","110","110","Success","0.00023"
"1EBD","4","1101","1101","Success","0.00032"
"6S1N","4","1111","1111","Success","0.0002"
"5ZGQ","4","1000","1000","Success","0.00044"
"1H2W","4","100","100","Success","0.00036"
"2L34","4","10","10","Success","0.00031"
"3GEU","4","1","1","Success","0.00035"
"1XJM","4","1001","1001","Success","0.00028"
"1JFQ","4","110","110","Success","0.00049"
"2REM","4","1100","1100","Success","0.00043"
"5QJG","4","1000","1000","Success","0.00036"
"7S9D","4","1111","1111","Success","0.00026"
"1LME","4","110","110","Success","0.00057"
"9BWJ","4","1010","1010","Success","0.00024"
"3H1Q","4","101","101","Success","0.00043"
"1WJ5","4","100","100","Success","0.0002"
"2WEQ","4","1000","1000","Success","0.00067"
"4UXJ","4","1111","1111","Success","0.00027"
"6F2I","4","1100","1100","Success","0.00088"
"5M5U","4","1100","1100","Success","0.00037"
"1GMB","4","1111","1111","Success","0.001"
"6TAQ","4","110","110","Success","0.0004"
"8AU3","4","101","101","Success","0.00041"
"9KQF","4","1010","1010","Success","0.00036"
"8XK3","4","110","110","Success","0.00038"
"8CCZ","4","1011","1011","Success","0.0004"
"6GWD","4","1111","1111","Success","0.00018"
"5O2W","4","1000","1000","Success","0.00062"
"3EPA","4","101","101","Success","0.00057"
"7DEY","4","1","1","Success","0.00035"
"7TBV","4","111","111","Success","0.00019"
"6S5I","4","1011","1011","Success","0.00081"
"1GVS","4","1111","1111","Success","0.00052"
"2C4R","4","1111","1111","Success","0.00044"
"6AWF","4","101","101","Success","0.00022"
"8JI7","4","110","110","Success","0.00047"
"6J19","4","11","11","Success","0.00061"
"4GF2","4","100","100","Success","0.00041"
"3LTO","4","101","101","Success","0.0004"
"5UEX","4","1","1","Success","0.00097"
"4PAV","4","1101","1101","Success","0.00037"
"6CZ9","4","1101","1101","Success","0.00021"
"8ZYW","4","1","1","Success","0.00029"
"8ATC","4","1001","1001","Success","0.00033"
"2CV5","4","1101","1101","Success","0.00035"
"1REZ","4","1010","1010","Success","0.00087"
"4O2Z","4","1000","1000","Success","0.00052"
"8Q4A","4","11","11","Success","0.00011"
"3LKW","4","1100","1100","Success","0.00065"
"2QF6","4","1000","1000","Success","0.00035"
"2DGV","4","1101","1101","Success","0.00022"
"7AJQ","4","100","100","Success","0.00028"
"6W3H","4","1111","1111","Success","0.00038"
"5WY5","4","10","10","Success","0.00046"
"4L8H","4","111","111","Success","0.00063"
"4Z1L","4","1000","1000","Success","0.00012"
"8HNL","4","110","110","Success","0.0003"
"8P3N","4","1101","1101","Success","0.00054"
"3KP5","4","1111","1111","Success","0.00059"
"1MEY","4","11","11","Success","0.00072"
"6ZR2","4","1101","1101","Success","0.0001"
"3BD8","4","1011","1011","Success","0.00035"
"4WKZ","4","101","101","Success","0.00047"
"3QEC","4","1","1","Success","0.0008"
"6CQ9","4","111","111","Success","0.00043"
"1RW0","4","10","10","Success","0.00045"
"6KP2","4","1101","1101","Success","0.00031"
"6VJX","4","1010","1010","Success","0.00051"
"2GSH","4","1110","1110","Success","0.00035"
"7AOP","4","1001","1001","Success","0.00081"
"7NXD","4","110","110","Success","0.00024"
"2F7S","4","0","0","Success","0.00052"
"7UAV","4","0","0","Success","0.00041"
"6ACH","4","1011","1011","Success","0.00018"
"4JOC","4","111","111","Success","0.00052"
"3GW4","4","1100","1100","Success","0.0005"
"9F2D","4","100","100","Success","0.0002"
"6TFW","4","11","11","Success","0.00043"
"6X99","4","110","110","Success","0.00019"
"6XTR","4","111","111","Success","0.00055"
"3KTG","4","101","101","Success","0.00028"
"5BSM","4","1100","1100","Success","0.0003"
"6MS7","4","110","110","Success","0.00057"
"8DCX","4","11","11","Success","0.00028"
"4UNZ","4","10","10","Success","0.00026"
"6WVV","4","1000","1000","Success","0.00013"
"2LR1","4","1101","1101","Success","0.00015"
"1K8K","4","0","0","Success","0.00024"
"6SP6","4","1101","1101","Success","0.00061"
"1H5R","4","1100","1100","Success","0.00028"
"9G8U","4","1101","1101","Success","0.00042"
"8EKP","4","11","11","Success","0.0002"
"8HNC","4","101","101","Success","0.00041"
"6YUD","4","1111","1111","Success","0.00032"
"4N3B","4","1010","1010","Success","0.00037"
"7P23","4","1011","1011","Success","0.00043"
"6UIA","4","10","10","Success","0.00015"
"3D03","4","0","0","Success","0.00025"
"4FQN","4","10","10","Success","0.00052"
"6U85","4","1111","1111","Success","0.00048"
"7YNQ","4","1101","1101","Success","0.0005"
"7AKD","4","1","1","Success","0.00017"
"1GQS","4","101","101","Success","0.00044"
"4RI2","4","100","100","Success","0.00054"
"8RD0","4","11","11","Success","0.00057"
"2EBN","4","1","1","Success","0.00058"
"6LHZ","4","1011","1011","Success","0.00078"
"8GCY","4","110","110","Success","0.0005"
"5IN5","4","1","1","Success","0.00026"
"3GKE","4","100","100","Success","0.00032"
"7PPT","4","1110","1110","Success","0.00058"
"3VY9","4","1000","1000","Success","0.00054"
"5NAM","4","1000","1000","Success","0.00047"
"7P4U","4","1101","1101","Success","0.0007"
"1NPC","4","100","100","Success","0.00057"
"6O72","4","110","110","Success","0.00017"
"5V8G","4","1010","1010","Success","0.00088"
"1TTW","4","110","110","Success","0.00085"
"3CS3","4","1001","1001","Success","0.00059"
"7EO3","4","1110","1110","Success","0.00059"
"7CDM","4","101","101","Success","0.00083"
"4REJ","4","101","101","Success","0.00082"
"5X4X","4","111","111","Success","0.00058"
"4WE4","4","101","101","Success","0.00044"
"8C0C","4","1111","1111","Success","0.00045"
"7TKA","4","1101","1101","Success","0.00013"
"8Y2Z","4","110","110","Success","0.00042"
"5IVY","4","1100","1100","Success","0.00057"
"7LC5","4","101","101","Success","0.00075"
"1UZB","4","101","101","Success","0.00031"
"7DBP","4","111","111","Success","0.00034"
"4GX5","4","1","1","Success","0.00024"
"4B4S","4","1011","1011","Success","0.00074"
"7ZOG","4","1011","1011","Success","0.00023"
"8BJE","4","1101","1101","Success","0.00086"
"5V8W","4","1100","1100","Success","0.00037"
"4YZF","4","1111","1111","Success","0.00017"
"4H0E","4","0","0","Success","0.00081"
"6FML","4","101","101","Success","0.00014"
"5FN4","4","1110","1110","Success","0.00028"
"3KIP","4","1001","1001","Success","0.00017"
"2RDY","4","1011","1011","Success","0.00025"
"4YMT","4","10","10","Success","0.00033"
"4FWD","4","1","1","Success","0.0004"
"4W5S","4","1000","1000","Success","0.00071"
"1CKJ","4","1101","1101","Success","0.00041"
"7ZK9","4","0","0","Success","0.00029"
"3POS","4","111","111","Success","0.00036"
"2O0P","4","1","1","Success","0.00094"
"1UX8","4","1111","1111","Success","0.00089"
"2N9W","4","110","110","Success","0.00023"
"8EBK","4","0","0","Success","0.001"
"6H6G","4","111","111","Success","0.00022"
"9BI4","4","1110","1110","Success","0.00022"
"1QAJ","4","1100","1100","Success","0.00045"
"5O4M","4","0","0","Success","0.0003"
"5LRF","4","10","10","Success","0.00034"
"5H6R","4","110","110","Success","0.00035"
"4NGV","4","1000","1000","Success","0.00083"
"7B7I","4","1110","1110","Success","0.00097"
"6MX5","4","1111","1111","Success","0.0007"
"8QEM","4","1111","1111","Success","0.00011"
"4RLU","4","1011","1011","Success","0.00056"
"3LY3","4","1010","1010","Success","0.00062"
"7S6B","4","1110","1110","Success","0.00019"
"2OU3","4","1100","1100","Success","0.00055"
"8ENM","4","111","111","Success","0.00022"
"9JUJ","4","1000","1000","Success","0.00029"
"3HLF","4","1001","1001","Success","0.00049"
"2OI5","4","1010","1010","Success","0.00033"
"4E3G","4","100","100","Success","0.00062"
"8XCM","4","101","101","Success","0.00028"
"1S53","4","100","100","Success","0.00047"
"7S0Z","4","10","10","Success","0.00026"
"7RC6","4","111","111","Success","0.0005"
"4DZO","4","101","101","Success","0.00064"
"7O9F","4","101","101","Success","0.00033"
"7F8B","4","1","1","Success","0.00065"
"3AR4","4","10","10","Success","0.00032"
"4ADI","4","1010","1010","Success","0.00028"
"2RJF","4","1011","1011","Success","0.00031"
"2CVO","4","110","110","Success","0.00026"
"8BQL","4","10","10","Success","0.00028"
"3LFJ","4","110","110","Success","0.00054"
"9MNX","4","101","101","Success","0.00039"
"3U7U","4","100","100","Success","0.00016"
"2YH3","4","111","111","Success","0.00053"
"3AB7","4","1","1","Success","0.00046"
"2OC7","4","1101","1101","Success","0.00052"
"5LLH","4","1110","1110","Success","0.00061"
"5RT3","4","111","111","Success","0.00052"
"5Q3V","4","1100","1100","Success","0.00054"
"3OUI","4","0","0","Success","0.00069"
"5V6A","4","1110","1110","Success","0.00048"
"9CYT","4","110","110","Success","0.00015"
"7I2A","4","101","101","Success","0.00041"
"1ZVJ","4","0","0","Success","0.00054"
"1FF5","4","11","11","Success","0.00049"
"8XSO","4","1001","1001","Success","0.00016"
"8ZFV","4","110","110","Success","0.00047"
"3BO8","4","1101","1101","Success","0.00051"
"4FP9","4","1111","1111","Success","0.00021"
"7RO0","4","0","0","Success","0.00033"
"3QBL","4","100","100","Success","0.00035"
"2J6G","4","1010","1010","Success","0.00062"
"2NWW","4","1101","1101","Success","0.00028"
"6MJJ","4","1010","1010","Success","0.00035"
"8TA4","4","1100","1100","Success","0.00029"
"5.00E+51","4","0","0","Success","0.00035"
"3RU0","4","1011","1011","Success","0.00035"
"5NCJ","4","100","100","Success","0.00042"
"1NMT","4","1","1","Success","0.00029"
"6TT3","4","1010","1010","Success","0.00028"
"8C60","4","111","111","Success","0.00027"
"3Q94","4","0","0","Success","0.00043"
"7XY7","4","1001","1001","Success","0.00033"
"6Y3U","4","11","11","Success","0.00064"
"8WW1","4","1000","1000","Success","0.00048"
"1A3K","4","1100","1100","Success","0.00082"
"4XM8","4","1111","1111","Success","0.00044"
"1GE4","4","10","10","Success","0.00088"
"7S0N","4","1010","1010","Success","0.00028"
"1BG6","4","110","110","Success","0.00054"
"4BBN","4","1011","1011","Success","0.00044"
"8KCL","4","1001","1001","Success","0.00061"
"4KQ0","4","11","11","Success","0.00064"
"5BXQ","4","1","1","Success","0.00034"
"1VLQ","4","110","110","Success","0.00016"
"2SQC","4","1111","1111","Success","0.00027"
"9ENV","4","101","101","Success","0.00043"
"6Q4R","4","1101","1101","Success","0.00033"
"2BAS","4","1001","1001","Success","0.00036"
"1EYE","4","1010","1010","Success","0.00062"
"1SWG","4","1000","1000","Success","0.00046"
"1SCE","4","1110","1110","Success","0.0005"
"2BUV","4","110","110","Success","0.00047"
"6N2U","4","1010","1010","Success","0.00122"
"6GES","4","1000","1000","Success","0.00037"
"8QAF","4","1010","1010","Success","0.00127"
"8UAC","4","1111","1111","Success","0.00047"
"5N5A","4","11","11","Success","0.00038"
"1VDN","4","100","100","Success","0.0008"
"2AOX","4","1100","1100","Success","0.0004"
"6TXJ","4","1011","1011","Success","0.00028"
"8AWY","4","10","10","Success","0.00049"
"3S0Z","4","1001","1001","Success","0.00046"
"5FSU","4","1010","1010","Success","0.00046"
"5VNE","4","11","11","Success","0.00025"
"4DFR","4","101","101","Success","0.00056"
"5G6I","4","1101","1101","Success","0.00054"
"3DWP","4","1000","1000","Success","0.00042"
"6KIX","4","101","101","Success","0.00023"
"2NVV","4","1100","1100","Success","0.00018"
"1G7S","4","100","100","Success","0.00042"
"3TZ0","4","1110","1110","Success","0.00058"
"2Q1M","4","110","110","Success","0.00092"
"2XTM","4","1101","1101","Success","0.00049"
"6YFI","4","110","110","Success","0.00041"
"8IRD","4","1101","1101","Success","0.00013"
"1C92","4","11","11","Success","0.00061"
"4WRS","4","101","101","Success","0.00058"
"4B7U","4","1101","1101","Success","0.00028"
"5XPL","4","1011","1011","Success","0.00061"
"6KWC","4","101","101","Success","0.00069"
"4C5J","4","110","110","Success","0.00029"
"1MC3","4","10","10","Success","0.00041"
"6QES","4","100","100","Success","0.0005"
"7XK2","4","101","101","Success","0.0003"
"2MY3","4","1101","1101","Success","0.00019"
"7X4A","4","0","0","Success","0.00058"
"4KAJ","4","1000","1000","Success","0.00057"
"8JP2","4","1010","1010","Success","0.00055"
"5CNB","4","1","1","Success","0.00082"
"1ZNZ","4","1001","1001","Success","0.00074"
"9KHZ","4","111","111","Success","0.00021"
"2AGL","4","1100","1100","Success","0.00033"
"1YFB","4","11","11","Success","0.00097"
"4MI2","4","1","1","Success","0.00036"
"1EXJ","4","1101","1101","Success","0.0006"
"8CMV","4","1010","1010","Success","0.0006"
"1YA8","4","1001","1001","Success","0.00025"
"9JO2","4","10","10","Success","0.00028"
"5OIX","4","1100","1100","Success","0.00068"
"5C0R","4","100","100","Success","0.00036"
"6KE0","4","1000","1000","Success","0.00039"
"5BQZ","4","1001","1001","Success","0.00026"
"1MEC","4","100","100","Success","0.00035"
"4JIM","4","11","11","Success","0.0003"
"7UFX","4","10","10","Success","0.00066"
"6D3F","4","1011","1011","Success","0.00043"
"2KKU","4","101","101","Success","0.00018"
"5AP8","4","1001","1001","Success","0.00043"
"8GXR","4","100","100","Success","0.0003"
"2XEJ","4","1111","1111","Success","0.00037"
"2V3Y","4","111","111","Success","0.00046"
"3E6D","4","1110","1110","Success","0.0005"
"2A59","4","1100","1100","Success","0.00037"
"1FND","4","0","0","Success","0.00056"
"4AH9","4","1111","1111","Success","0.00055"
"5SVW","4","110","110","Success","0.00046"
"6FIV","4","1010","1010","Success","0.00094"
"9AZP","4","101","101","Success","0.00017"
"3SCX","4","101","101","Success","0.00032"
"1W7U","4","1010","1010","Success","0.00033"
"3PGD","4","1000","1000","Success","0.00035"
"8CA1","4","0","0","Success","0.0003"
"5IJJ","4","1011","1011","Success","0.00055"
"1ANE","4","1000","1000","Success","0.00065"
"4Y0R","4","1100","1100","Success","0.00081"
"6XKL","4","1","1","Success","0.00018"
"3D0O","4","1011","1011","Success","0.00038"
"2Z3Y","4","11","11","Success","0.0004"
"1STF","4","111","111","Success","0.00057"
"9FSM","4","1011","1011","Success","0.00021"
"1NW6","4","10","10","Success","0.00061"
"3C8V","4","10","10","Success","0.00024"
"3CRP","4","1100","1100","Success","0.0008"
"3MB3","4","1001","1001","Success","0.0009"
"7TPE","4","101","101","Success","0.00018"
"1N1G","4","1110","1110","Success","0.00051"
"1EH4","4","101","101","Success","0.00042"
"2EFC","4","1010","1010","Success","0.00034"
"9EMM","4","1101","1101","Success","0.0002"
"6IJU","4","100","100","Success","0.00103"
"8QNN","4","1","1","Success","0.0006"
"4DPO","4","10","10","Success","0.00069"
"4FH5","4","110","110","Success","0.00055"
"8POC","4","1111","1111","Success","0.00039"
"5N9E","4","1000","1000","Success","0.00025"
"2Y3X","4","1010","1010","Success","0.00041"
"7YII","4","110","110","Success","0.00044"
"5QUR","4","100","100","Success","0.00068"
"7L6R","4","1010","1010","Success","0.00049"
"4JAL","4","101","101","Success","0.00056"
"5VAG","4","11","11","Success","0.00039"
"5M69","4","10","10","Success","0.00056"
"8PBI","4","10","10","Success","0.00051"
"2BZD","4","1","1","Success","0.00023"
"8A2N","4","10","10","Success","0.00042"
"3V5E","4","110","110","Success","0.00019"
"6LEU","4","1","1","Success","0.00031"
"6RVF","4","1100","1100","Success","0.00062"
"2VU2","4","1011","1011","Success","0.00025"
"5K41","4","10","10","Success","0.00046"
"1XK7","4","1111","1111","Success","0.00029"
"7ZYT","4","1011","1011","Success","0.00033"
"7DLU","4","111","111","Success","0.00023"
"1QX3","4","110","110","Success","0.00066"
"3VCL","4","1011","1011","Success","0.00048"
"8FYY","4","1111","1111","Success","0.00063"
"2B91","4","1101","1101","Success","0.00086"
"3SP1","4","101","101","Success","0.00034"
"1VJD","4","1011","1011","Success","0.00049"
"4F0J","4","1100","1100","Success","0.00055"
"8BUZ","4","1001","1001","Success","0.00029"
"1RZQ","4","111","111","Success","0.00031"
"4N2E","4","1101","1101","Success","0.00039"
"4NG2","4","0","0","Success","0.00026"
"2YRX","4","1000","1000","Success","0.0005"
"5ZL5","4","1100","1100","Success","0.00019"
"1RCB","4","1001","1001","Success","0.00085"
"2KSU","4","1110","1110","Success","0.00021"
"2UW0","4","1101","1101","Success","0.00051"
"7R19","4","1110","1110","Success","0.00018"
"7DGJ","4","1010","1010","Success","0.00057"
"2WW0","4","10","10","Success","0.00013"
"1T70","4","100","100","Success","0.00022"
"4KIQ","4","1000","1000","Success","0.00027"
"7DXE","4","101","101","Success","0.00019"
"1IB5","4","101","101","Success","0.00081"
"2J62","4","1011","1011","Success","0.00029"
"1RH0","4","110","110","Success","0.00032"
"4ECX","4","1000","1000","Success","0.00046"
"3JTJ","4","0","0","Success","0.00061"
"5ZY9","4","1010","1010","Success","0.00029"
"3U9U","4","11","11","Success","0.00022"
"7TY2","4","1000","1000","Success","0.00065"
"2KMG","4","1110","1110","Success","0.00019"
"6YCD","4","111","111","Success","0.00047"
"5MIO","4","11","11","Success","0.00028"
"1K3M","4","111","111","Success","0.00036"
"2EEB","4","1100","1100","Success","0.00021"
"3THC","4","11","11","Success","0.0002"
"4D3K","4","1001","1001","Success","0.00036"
"1KS9","4","100","100","Success","0.00059"
"6HVH","4","1001","1001","Success","0.00047"
"7XOO","4","1101","1101","Success","0.00043"
"2R3K","4","110","110","Success","0.00058"
"4Y06","4","10","10","Success","0.00027"
"9CW2","4","0","0","Success","0.00025"
"7X5S","4","101","101","Success","0.00049"
"5Q1N","4","1011","1011","Success","0.00052"
"3CQK","4","1001","1001","Success","0.00041"
"6QU7","4","1101","1101","Success","0.00052"
"3NZU","4","1100","1100","Success","0.00034"
"6KB4","4","1010","1010","Success","0.00061"
"8URB","4","101","101","Success","0.00027"
"1LIB","4","111","111","Success","0.00087"
"7U19","4","1000","1000","Success","0.0002"
"1MP3","4","10","10","Success","0.00042"
"4QJL","4","1000","1000","Success","0.00065"
"2ZLY","4","110","110","Success","0.00051"
"5GAQ","4","1101","1101","Success","0.0002"
"1MV3","4","101","101","Success","0.00015"
